id_registro,empresa,departamento,produto_original,produto_normalizado,codigo_produto,codigo_valido,quantidade,unidade,quantidade_base,unidade_base,embalagem_original,preco,preco_publico,pagina_catalogo,data_referencia,metodo_extracao,qualidade_extracao,status_validacao,link_produto,fonte
2449,Fortali Distribuidora,Confeitaria,CX PRACTICE 4DC AMOR C/ CORES 10UN IDEIA,CX PRACTICE 4DC AMOR C CORES 10UN IDEIA,31361,Sim,,,,,,,Não,109,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-practice-4dc-amor-c-cores-10un-ideia-31361-1,https://www.fortali.com.br/confeitaria?page=109
2450,Fortali Distribuidora,Confeitaria,CX MALETA VISOR CORA AMOR COR 10UN IDEIA,CX MALETA VISOR CORA AMOR COR 10UN IDEIA,31362,Sim,,,,,,,Não,109,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-maleta-visor-cora-amor-cor-10un-ideia-31362-1,https://www.fortali.com.br/confeitaria?page=109
2451,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 6DC DIAMANTE 10UN IDEIA,CAIXA PRACTICE 6DC DIAMANTE 10UN IDEIA,31365,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-6dc-diamante-10un-ideia-31365-1,https://www.fortali.com.br/confeitaria?page=110
2452,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 4DC DIAMANTE 10UN IDEIA,CAIXA PRACTICE 4DC DIAMANTE 10UN IDEIA,31366,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-4dc-diamante-10un-ideia-31366-1,https://www.fortali.com.br/confeitaria?page=110
2453,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 6DC QUERO BIS 10UN IDEIA,CAIXA PRACTICE 6DC QUERO BIS 10UN IDEIA,31367,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-6dc-quero-bis-10un-ideia-31367-1,https://www.fortali.com.br/confeitaria?page=110
2454,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 4DC QUERO BIS 10UN IDEIA,CAIXA PRACTICE 4DC QUERO BIS 10UN IDEIA,31368,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-4dc-quero-bis-10un-ideia-31368-1,https://www.fortali.com.br/confeitaria?page=110
2455,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 6DC COM ELA 10UN IDEIA,CAIXA PRACTICE 6DC COM ELA 10UN IDEIA,31369,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-6dc-com-ela-10un-ideia-31369-1,https://www.fortali.com.br/confeitaria?page=110
2456,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 4DC COM ELA 10UN IDEIA,CAIXA PRACTICE 4DC COM ELA 10UN IDEIA,31370,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-4dc-com-ela-10un-ideia-31370-1,https://www.fortali.com.br/confeitaria?page=110
2457,Fortali Distribuidora,Confeitaria,CAIXA CARTAO 3DC MOTHERS DAY 10UN IDEIA,CAIXA CARTAO 3DC MOTHERS DAY 10UN IDEIA,31372,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-cartao-3dc-mothers-day-10un-ideia-31372-1,https://www.fortali.com.br/confeitaria?page=110
2458,Fortali Distribuidora,Confeitaria,CX PRACTICE 6DC MOTHERS DAY 10UN IDEIA,CX PRACTICE 6DC MOTHERS DAY 10UN IDEIA,31373,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-practice-6dc-mothers-day-10un-ideia-31373-1,https://www.fortali.com.br/confeitaria?page=110
2459,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 6DC SWEET LOVE 10UN IDEIA,CAIXA PRACTICE 6DC SWEET LOVE 10UN IDEIA,31375,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-6dc-sweet-love-10un-ideia-31375-1,https://www.fortali.com.br/confeitaria?page=110
2460,Fortali Distribuidora,Confeitaria,CAIXA PRACTICE 4DC SWEET LOVE 10UN IDEIA,CAIXA PRACTICE 4DC SWEET LOVE 10UN IDEIA,31376,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-practice-4dc-sweet-love-10un-ideia-31376-1,https://www.fortali.com.br/confeitaria?page=110
2461,Fortali Distribuidora,Confeitaria,SACOLA C/ VISOR SWEET LOVE 10UN IDEIA,SACOLA C VISOR SWEET LOVE 10UN IDEIA,31377,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/sacola-c-visor-sweet-love-10un-ideia-31377-1,https://www.fortali.com.br/confeitaria?page=110
2462,Fortali Distribuidora,Confeitaria,CAIXA LIVRO 4DC SWEET LOVE 10UN IDEIA,CAIXA LIVRO 4DC SWEET LOVE 10UN IDEIA,31381,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-livro-4dc-sweet-love-10un-ideia-31381-1,https://www.fortali.com.br/confeitaria?page=110
2463,Fortali Distribuidora,Confeitaria,CAIXA LIVRO 6DC SWEET LOVE 10UN IDEIA,CAIXA LIVRO 6DC SWEET LOVE 10UN IDEIA,31382,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/caixa-livro-6dc-sweet-love-10un-ideia-31382-1,https://www.fortali.com.br/confeitaria?page=110
2464,Fortali Distribuidora,Confeitaria,SACOLA DE PRESENTE WITH LOVE 5UN IDEIA,SACOLA DE PRESENTE WITH LOVE 5UN IDEIA,31388,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/sacola-de-presente-with-love-5un-ideia-31388-1,https://www.fortali.com.br/confeitaria?page=110
2465,Fortali Distribuidora,Confeitaria,CESTA WITH LOVE 5UN IDEIA,CESTA WITH LOVE 5UN IDEIA,31390,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cesta-with-love-5un-ideia-31390-1,https://www.fortali.com.br/confeitaria?page=110
2466,Fortali Distribuidora,Confeitaria,CX ENVELOPE 6DC WITH LOVE 10UN IDEIA,CX ENVELOPE 6DC WITH LOVE 10UN IDEIA,31391,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-envelope-6dc-with-love-10un-ideia-31391-1,https://www.fortali.com.br/confeitaria?page=110
2467,Fortali Distribuidora,Confeitaria,CX POP UP C/ VISOR WITH LOVE 10UN IDEIA,CX POP UP C VISOR WITH LOVE 10UN IDEIA,31392,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-pop-up-c-visor-with-love-10un-ideia-31392-1,https://www.fortali.com.br/confeitaria?page=110
2468,Fortali Distribuidora,Confeitaria,KIT MINI STENCILS JUNINO 4PC,KIT MINI STENCILS JUNINO 4PC,31403,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/kit-mini-stencils-junino-4pc-31403-1,https://www.fortali.com.br/confeitaria?page=110
2469,Fortali Distribuidora,Confeitaria,FLAKES GANACHE PISTACHE MEC3 250G,FLAKES GANACHE PISTACHE MEC3 250G,31444,Sim,250.0,G,250.0,G,250G,,Não,110,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/flakes-ganache-pistache-mec3-250g-31444-1,https://www.fortali.com.br/confeitaria?page=110
2470,Fortali Distribuidora,Confeitaria,FLAKES PISTACHE CALIFORNIA MEC3 600G,FLAKES PISTACHE CALIFORNIA MEC3 600G,31445,Sim,600.0,G,600.0,G,600G,,Não,110,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/flakes-pistache-california-mec3-600g-31445-1,https://www.fortali.com.br/confeitaria?page=110
2471,Fortali Distribuidora,Confeitaria,FLAKES BAUNILHA FRANCESA MEC3 700G,FLAKES BAUNILHA FRANCESA MEC3 700G,31446,Sim,700.0,G,700.0,G,700G,,Não,19,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/flakes-baunilha-francesa-mec3-700g-31446-1,https://www.fortali.com.br/confeitaria?page=19
2472,Fortali Distribuidora,Confeitaria,CX TAMPA TRANS ESSENCIAL KRAFT 10UN IDEIA,CX TAMPA TRANS ESSENCIAL KRAFT 10UN IDEIA,31479,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-tampa-trans-essencial-kraft-10un-ideia-31479-1,https://www.fortali.com.br/confeitaria?page=110
2473,Fortali Distribuidora,Confeitaria,CX ALTA C/ MOLDURA 4DC BRANCO 10UN IDEIA,CX ALTA C MOLDURA 4DC BRANCO 10UN IDEIA,31481,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-alta-c-moldura-4dc-branco-10un-ideia-31481-1,https://www.fortali.com.br/confeitaria?page=110
2474,Fortali Distribuidora,Confeitaria,CX ALTA C/ MOLDURA 6DC BRANCO 10UN IDEIA,CX ALTA C MOLDURA 6DC BRANCO 10UN IDEIA,31482,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-alta-c-moldura-6dc-branco-10un-ideia-31482-1,https://www.fortali.com.br/confeitaria?page=110
2475,Fortali Distribuidora,Confeitaria,CX ALTA C/ MOLDURA 8DC BRANCO 10UN IDEIA,CX ALTA C MOLDURA 8DC BRANCO 10UN IDEIA,31483,Sim,,,,,,,Não,110,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-alta-c-moldura-8dc-branco-10un-ideia-31483-1,https://www.fortali.com.br/confeitaria?page=110
2476,Fortali Distribuidora,Confeitaria,CX ALTA C/ MOLDURA 20DC KRAFT 10UN IDEIA,CX ALTA C MOLDURA 20DC KRAFT 10UN IDEIA,31493,Sim,,,,,,,Não,111,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-alta-c-moldura-20dc-kraft-10un-ideia-31493-1,https://www.fortali.com.br/confeitaria?page=111
2477,Fortali Distribuidora,Confeitaria,"COBERTURA PREMIUM GOTA BRANCO MAVALERIO 1,01KG","COBERTURA PREMIUM GOTA BRANCO MAVALERIO 1,01KG",31498,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cobertura-premium-gota-branco-mavalerio-101kg-31498-1,https://www.fortali.com.br/confeitaria?page=111
2478,Fortali Distribuidora,Confeitaria,"COBERTURA PREMIUM GOTA AO LEITE MAVALERIO 1,01KG","COBERTURA PREMIUM GOTA AO LEITE MAVALERIO 1,01KG",31499,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cobertura-premium-gota-ao-leite-mavalerio-101kg-31499-1,https://www.fortali.com.br/confeitaria?page=111
2479,Fortali Distribuidora,Confeitaria,"COBERTURA PREMIUM GOTA MEIO AMARGO MAVALERIO 1,01KG","COBERTURA PREMIUM GOTA MEIO AMARGO MAVALERIO 1,01KG",31500,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cobertura-premium-gota-meio-amargo-mavalerio-101kg-31500-1,https://www.fortali.com.br/confeitaria?page=111
2480,Fortali Distribuidora,Confeitaria,GANACHE CARAMELO TOFFEE VABENE BALDE 4KG,GANACHE CARAMELO TOFFEE VABENE BALDE 4KG,31515,Sim,4.0,KG,4000.0,G,4KG,,Não,17,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/ganache-caramelo-toffee-vabene-balde-4kg-31515-1,https://www.fortali.com.br/confeitaria?page=17
2481,Fortali Distribuidora,Confeitaria,"RECH FORN CHOC AVELA CONF POP HARALD 1,01KG","RECH FORN CHOC AVELA CONF POP HARALD 1,01KG",31516,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,2,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-choc-avela-conf-pop-harald-101kg-31516-1,https://www.fortali.com.br/confeitaria?page=2
2482,Fortali Distribuidora,Confeitaria,DOCE PAST LEITE/CHOC TRIANGULO BLD 10KG,DOCE PAST LEITE CHOC TRIANGULO BLD 10KG,31563,Sim,10.0,KG,10000.0,G,10KG,,Não,34,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/doce-past-leitechoc-triangulo-bld-10kg-31563-1,https://www.fortali.com.br/confeitaria?page=34
2483,Fortali Distribuidora,Confeitaria,CREME DE AVELA TRIANGULO 3KG,CREME DE AVELA TRIANGULO 3KG,31564,Sim,3.0,KG,3000.0,G,3KG,,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-de-avela-triangulo-3kg-31564-1,https://www.fortali.com.br/confeitaria?page=111
2484,Fortali Distribuidora,Confeitaria,CX PARTY BOX BENTO 12DC PCT 5UN IDEIA,CX PARTY BOX BENTO 12DC PCT 5UN IDEIA,31565,Sim,,,,,,,Não,111,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-party-box-bento-12dc-pct-5un-ideia-31565-1,https://www.fortali.com.br/confeitaria?page=111
2485,Fortali Distribuidora,Confeitaria,CX PARTY BOX BENTO 16DCS PCT 5UN IDEIA,CX PARTY BOX BENTO 16DCS PCT 5UN IDEIA,31566,Sim,,,,,,,Não,111,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/cx-party-box-bento-16dcs-pct-5un-ideia-31566-1,https://www.fortali.com.br/confeitaria?page=111
2486,Fortali Distribuidora,Confeitaria,"CHOC SELECAO 63% AMARGO SICAO GTS 1,01KG","CHOC SELECAO 63% AMARGO SICAO GTS 1,01KG",31567,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-selecao-63-amargo-sicao-gts-1-01kg-31567-1,https://www.fortali.com.br/confeitaria?page=111
2487,Fortali Distribuidora,Confeitaria,"CHOC SELECAO 52% AMARGO SICAO GTS 1,01KG","CHOC SELECAO 52% AMARGO SICAO GTS 1,01KG",31568,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,16,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-selecao-52-amargo-sicao-gts-1-01kg-31568-1,https://www.fortali.com.br/confeitaria?page=16
2488,Fortali Distribuidora,Confeitaria,CHOC EM PO 70% SICAO 500G,CHOC EM PO 70% SICAO 500G,31570,Sim,500.0,G,500.0,G,500G,,Não,29,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-em-po-70-sicao-500g-31570-1,https://www.fortali.com.br/confeitaria?page=29
2489,Fortali Distribuidora,Confeitaria,CACAU EM PO VERMELHO 100% SICAO 500G,CACAU EM PO VERMELHO 100% SICAO 500G,31571,Sim,500.0,G,500.0,G,500G,,Não,31,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cacau-em-po-vermelho-100-sicao-500g-31571-1,https://www.fortali.com.br/confeitaria?page=31
2490,Fortali Distribuidora,Confeitaria,SICAO CACAU EM PO PRETO 100% 500G,SICAO CACAU EM PO PRETO 100% 500G,31572,Sim,500.0,G,500.0,G,500G,,Não,33,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/sicao-cacau-em-po-preto-100-500g-31572-1,https://www.fortali.com.br/confeitaria?page=33
2491,Fortali Distribuidora,Confeitaria,CREME DE AVELA CRUNCH MASTER MARTINI BLD 3KG,CREME DE AVELA CRUNCH MASTER MARTINI BLD 3KG,31575,Sim,3.0,KG,3000.0,G,3KG,,Não,19,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-de-avela-crunch-master-martini-bld-3kg-31575-1,https://www.fortali.com.br/confeitaria?page=19
2492,Fortali Distribuidora,Confeitaria,CREME CARAVELLA CARAMELLO BLD 3 KG,CREME CARAVELLA CARAMELLO BLD 3 KG,31576,Sim,3.0,KG,3000.0,G,3KG,,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-caravella-caramello-bld-3-kg-31576-1,https://www.fortali.com.br/confeitaria?page=111
2493,Fortali Distribuidora,Confeitaria,CREME CARAVELLA GRAN PISTACCHIO BLD 3 KG,CREME CARAVELLA GRAN PISTACCHIO BLD 3 KG,31577,Sim,3.0,KG,3000.0,G,3KG,,Não,8,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-caravella-gran-pistacchio-bld-3-kg-31577-1,https://www.fortali.com.br/confeitaria?page=8
2494,Fortali Distribuidora,Confeitaria,"CREME DE CACAU COM AVELA CARIBE 1,01KG","CREME DE CACAU COM AVELA CARIBE 1,01KG",31579,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,10,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-de-cacau-com-avela-caribe-101kg-31579-1,https://www.fortali.com.br/confeitaria?page=10
2495,Fortali Distribuidora,Confeitaria,CREME CARIBE BUENO BISNAGA 1.01KG,CREME CARIBE BUENO BISNAGA 1.01KG,31580,Sim,1.01,KG,1010.0,G,1.01KG,,Não,5,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-caribe-bueno-bisnaga-1-01kg-31580-1,https://www.fortali.com.br/confeitaria?page=5
2496,Fortali Distribuidora,Confeitaria,CREME CARIBE LEITINHO BISNAGA 1.01KG,CREME CARIBE LEITINHO BISNAGA 1.01KG,31583,Sim,1.01,KG,1010.0,G,1.01KG,,Não,32,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-caribe-leitinho-bisnaga-101kg-31583-1,https://www.fortali.com.br/confeitaria?page=32
2497,Fortali Distribuidora,Confeitaria,CREME CARIBE DE AVELA BLD 3KG,CREME CARIBE DE AVELA BLD 3KG,31584,Sim,3.0,KG,3000.0,G,3KG,,Não,9,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-caribe-de-avela-bld-3kg-31584-1,https://www.fortali.com.br/confeitaria?page=9
2498,Fortali Distribuidora,Confeitaria,"CREME CARAVELLA GRAN NOCCIOOLA 1,010KG","CREME CARAVELLA GRAN NOCCIOOLA 1,010KG",31585,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-caravella-gran-noccioola-1010kg-31585-1,https://www.fortali.com.br/confeitaria?page=111
2499,Fortali Distribuidora,Confeitaria,CREME CARAVELLA GRAN NOCCIOOLA 3KG,CREME CARAVELLA GRAN NOCCIOOLA 3KG,31616,Sim,3.0,KG,3000.0,G,3KG,,Não,14,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/creme-caravella-gran-noccioola-3kg-31616-1,https://www.fortali.com.br/confeitaria?page=14
2500,Fortali Distribuidora,Confeitaria,GRANULADO BRANCO LEKE 1KG,GRANULADO BRANCO LEKE 1KG,31654,Sim,1.0,KG,1000.0,G,1KG,,Não,33,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/granulado-branco-leke-1kg-31654-1,https://www.fortali.com.br/confeitaria?page=33
2501,Fortali Distribuidora,Confeitaria,GRANULADO COLORIDO LEKE 1KG,GRANULADO COLORIDO LEKE 1KG,31655,Sim,1.0,KG,1000.0,G,1KG,,Não,10,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/granulado-colorido-leke-1kg-31655-1,https://www.fortali.com.br/confeitaria?page=10
2502,Fortali Distribuidora,Confeitaria,GRANULADO ESCURO LEKE 1KG,GRANULADO ESCURO LEKE 1KG,31656,Sim,1.0,KG,1000.0,G,1KG,,Não,13,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/granulado-escuro-leke-1kg-31656-1,https://www.fortali.com.br/confeitaria?page=13
2503,Fortali Distribuidora,Confeitaria,"RECH FORN DOCE DE LEITE MIX 1,010KG","RECH FORN DOCE DE LEITE MIX 1,010KG",31659,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-doce-de-leite-mix-1010kg-31659-1,https://www.fortali.com.br/confeitaria?page=111
2504,Fortali Distribuidora,Confeitaria,"RECH FORN GOIABA MIX 1,010KG","RECH FORN GOIABA MIX 1,010KG",31660,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-goiaba-mix-1010kg-31660-1,https://www.fortali.com.br/confeitaria?page=111
2505,Fortali Distribuidora,Confeitaria,"RECH FORN PACOCA MIX 1,010KG","RECH FORN PACOCA MIX 1,010KG",31661,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-pacoca-mix-1010kg-31661-1,https://www.fortali.com.br/confeitaria?page=111
2506,Fortali Distribuidora,Confeitaria,"RECH FORN FRUTAS VERMELHAS MIX 1,010KG","RECH FORN FRUTAS VERMELHAS MIX 1,010KG",31662,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-frutas-vermelhas-mix-1010kg-31662-1,https://www.fortali.com.br/confeitaria?page=111
2507,Fortali Distribuidora,Confeitaria,"RECH FORN LEITINHO MIX 1,010KG","RECH FORN LEITINHO MIX 1,010KG",31663,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-leitinho-mix-1010kg-31663-1,https://www.fortali.com.br/confeitaria?page=111
2508,Fortali Distribuidora,Confeitaria,"RECH FORN CHOCOLATE AO LEITE MIX 1,010KG","RECH FORN CHOCOLATE AO LEITE MIX 1,010KG",31664,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-chocolate-ao-leite-mix-1010kg-31664-1,https://www.fortali.com.br/confeitaria?page=111
2509,Fortali Distribuidora,Confeitaria,"RECH FORN CHOCOLATE BRANCO MIX  1,010KG","RECH FORN CHOCOLATE BRANCO MIX 1,010KG",31665,Sim,1.01,KG,1010.0,G,"1,010KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-chocolate-branco-mix--1010kg-31665-1,https://www.fortali.com.br/confeitaria?page=111
2510,Fortali Distribuidora,Confeitaria,"RECH FORN CHOCOLATE C/ AVELA MIX 1,010K","RECH FORN CHOCOLATE C AVELA MIX 1,010K",31666,Sim,,,,,,,Não,111,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/rech-forn-chocolate-c-avela-mix-1010k-31666-1,https://www.fortali.com.br/confeitaria?page=111
2511,Fortali Distribuidora,Confeitaria,"RECH FORN CHOC MEIO AMARGO MIX 1,01KG","RECH FORN CHOC MEIO AMARGO MIX 1,01KG",31667,Sim,1.01,KG,1010.0,G,"1,01KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/rech-forn-choc-meio-amargo-mix-101kg-31667-1,https://www.fortali.com.br/confeitaria?page=111
2512,Fortali Distribuidora,Confeitaria,DOCE DE LEITE MUMU 350G,DOCE DE LEITE MUMU 350G,31672,Sim,350.0,G,350.0,G,350G,,Não,31,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/doce-de-leite-mumu-350g-31672-1,https://www.fortali.com.br/confeitaria?page=31
2513,Fortali Distribuidora,Confeitaria,DOCE DE LEITE MUMU CHOCOLATE 350G,DOCE DE LEITE MUMU CHOCOLATE 350G,31673,Sim,350.0,G,350.0,G,350G,,Não,15,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/doce-de-leite-mumu-chocolate-350g-31673-1,https://www.fortali.com.br/confeitaria?page=15
2514,Fortali Distribuidora,Confeitaria,"DOCE DE  LEITE PARA CONFEITARIA PURO MU-MU 4,75KG","DOCE DE LEITE PARA CONFEITARIA PURO MU MU 4,75KG",31674,Sim,4.75,KG,4750.0,G,"4,75KG",,Não,30,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/doce-de--leite-para-confeitaria-puro-mumu-475kg-31674-1,https://www.fortali.com.br/confeitaria?page=30
2515,Fortali Distribuidora,Confeitaria,"BOMBOM BOLA PRETO CONF NEUGEBAUER 2,02KG","BOMBOM BOLA PRETO CONF NEUGEBAUER 2,02KG",31676,Sim,2.02,KG,2020.0,G,"2,02KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/bombom-bola-preto-conf-neugebauer-202kg-31676-1,https://www.fortali.com.br/confeitaria?page=111
2516,Fortali Distribuidora,Confeitaria,"BOMBOM BOL BCO CONF NEUGEBAUER 2,02KG","BOMBOM BOL BCO CONF NEUGEBAUER 2,02KG",31677,Sim,2.02,KG,2020.0,G,"2,02KG",,Não,111,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/bombom-bol-bco-conf-neugebauer-202kg-31677-1,https://www.fortali.com.br/confeitaria?page=111
2517,Fortali Distribuidora,Confeitaria,KIT MINI STENCILS PARABENS BLUE 4PCT,KIT MINI STENCILS PARABENS BLUE 4PCT,31679,Sim,,,,,,,Não,111,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/kit-mini-stencils-parabens-blue-4pct-31679-1,https://www.fortali.com.br/confeitaria?page=111
2518,Fortali Distribuidora,Confeitaria,KIT CARIMBOS PARABENS AMARELO 2CM BLUE 7PCT,KIT CARIMBOS PARABENS AMARELO 2CM BLUE 7PCT,31681,Sim,,,,,,,Não,111,2026-08-18 13:06:57,Web scraping,Revisar,Revisar embalagem,https://www.fortali.com.br/kit-carimbos-parabens-amarelo-2cm-blue-7pct-31681-1,https://www.fortali.com.br/confeitaria?page=111
