empresa,departamento,produto_original,produto_normalizado,codigo_produto,embalagem_original,quantidade,unidade,quantidade_base,unidade_base,preco,preco_publico,pagina_catalogo,link_produto,data_coleta,fonte,status_validacao
Fortali Distribuidora,Confeitaria,ESSENCIA CANELA ARCOLOR 30ML,ESSENCIA CANELA ARCOLOR 30ML,10000,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-canela-arcolor-30ml-10000-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA CEREJA ARCOLOR 30ML,ESSENCIA CEREJA ARCOLOR 30ML,10002,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-cereja-arcolor-30ml-10002-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA CHAMPAGNE ARCOLOR 30ML,ESSENCIA CHAMPAGNE ARCOLOR 30ML,10003,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-champagne-arcolor-30ml--10003-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE COCO ARCOLOR 30ML,ESSENCIA DE COCO ARCOLOR 30ML,10005,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-de-coco-arcolor-30ml-10005-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA ERVA DOCE ARCOLOR 30ML,ESSENCIA ERVA DOCE ARCOLOR 30ML,10007,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-erva-doce-arcolor-30ml-10007-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA FRAMBOESA ARCOLOR 30ML,ESSENCIA FRAMBOESA ARCOLOR 30ML,10008,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-framboesa-arcolor-30ml-10008-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA GROSELHA ARCOLOR 30ML,ESSENCIA GROSELHA ARCOLOR 30ML,10009,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-groselha-arcolor-30ml-10009-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA GUARANA ARCOLOR 30ML,ESSENCIA GUARANA ARCOLOR 30ML,10010,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-guarana-arcolor-30ml-10010-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE LEITE ARCOLOR 30ML,ESSENCIA DE LEITE ARCOLOR 30ML,10012,30ML,30.0,ML,30.0,ML,,Não,36,https://www.fortali.com.br/essencia-de-leite-arcolor-30ml-10012-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=36,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE LIMAO ARCOLOR 30ML,ESSENCIA DE LIMAO ARCOLOR 30ML,10013,30ML,30.0,ML,30.0,ML,,Não,20,https://www.fortali.com.br/essencia-de-limao-arcolor-30ml-10013-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=20,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE MANTEIGA ARCOLOR 30ML,ESSENCIA DE MANTEIGA ARCOLOR 30ML,10015,30ML,30.0,ML,30.0,ML,,Não,37,https://www.fortali.com.br/essencia-de-manteiga-arcolor-30ml-10015-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE MARACUJA ARCOLOR 30ML,ESSENCIA DE MARACUJA ARCOLOR 30ML,10016,30ML,30.0,ML,30.0,ML,,Não,20,https://www.fortali.com.br/essencia-de-maracuja-arcolor-30ml-10016-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=20,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA MARRASQUINO ARCOLOR 30ML,ESSENCIA MARRASQUINO ARCOLOR 30ML,10017,30ML,30.0,ML,30.0,ML,,Não,37,https://www.fortali.com.br/essencia-marrasquino-arcolor-30ml-10017-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE MEL ARCOLOR 30ML,ESSENCIA DE MEL ARCOLOR 30ML,10018,30ML,30.0,ML,30.0,ML,,Não,37,https://www.fortali.com.br/essencia-de-mel-arcolor-30ml-10018-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE MENTA ARCOLOR 30ML,ESSENCIA DE MENTA ARCOLOR 30ML,10019,30ML,30.0,ML,30.0,ML,,Não,20,https://www.fortali.com.br/essencia-de-menta-arcolor-30ml-10019-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=20,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA MILHO VDE ARCOLOR 30ML,ESSENCIA MILHO VDE ARCOLOR 30ML,10020,30ML,30.0,ML,30.0,ML,,Não,37,https://www.fortali.com.br/essencia-milho-vde-arcolor-30ml-10020-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE MORANGO ARCOLOR 30ML,ESSENCIA DE MORANGO ARCOLOR 30ML,10021,30ML,30.0,ML,30.0,ML,,Não,20,https://www.fortali.com.br/essencia-de-morango-arcolor-30ml-10021-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=20,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE PANETONE ARCOLO 30ML,ESSENCIA DE PANETONE ARCOLO 30ML,10023,30ML,30.0,ML,30.0,ML,,Não,9,https://www.fortali.com.br/essencia-de-panetone-arcolo-30ml-10023-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=9,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA PESSEGO ARCOLOR 30ML,ESSENCIA PESSEGO ARCOLOR 30ML,10024,30ML,30.0,ML,30.0,ML,,Não,37,https://www.fortali.com.br/essencia-pessego-arcolor-30ml-10024-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA QUEIJO ARCOLOR 30ML,ESSENCIA QUEIJO ARCOLOR 30ML,10025,30ML,30.0,ML,30.0,ML,,Não,37,https://www.fortali.com.br/essencia-queijo-arcolor-30ml-10025-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA RUM JAMAICA ARCOLOR 30ML,ESSENCIA RUM JAMAICA ARCOLOR 30ML,10026,30ML,30.0,ML,30.0,ML,,Não,20,https://www.fortali.com.br/essencia-rum-jamaica-arcolor-30ml-10026-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=20,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSENCIA TANGERINA ARCOLOR 30ML,ESSENCIA TANGERINA ARCOLOR 30ML,10027,30ML,30.0,ML,30.0,ML,,Não,37,https://www.fortali.com.br/essencia-tangerina-arcolor-30ml-10027-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,ESSÊNCIA DE TUTI FRUTTI ARCOLOR 30ML,ESSENCIA DE TUTI FRUTTI ARCOLOR 30ML,10029,30ML,30.0,ML,30.0,ML,,Não,20,https://www.fortali.com.br/essencia-de-tuti-frutti-arcolor-30ml-10029-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=20,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR MARFIM ARCOLOR 10ML,COR MARFIM ARCOLOR 10ML,10032,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/cor-marfim-arcolor-10ml-10032-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE MARROM ARCOLOR 10ML,CORANTE MARROM ARCOLOR 10ML,10033,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/corante-marrom-arcolor-10ml-10033-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE ROXA ARCOLOR 10ML,CORANTE ROXA ARCOLOR 10ML,10034,10ML,10.0,ML,10.0,ML,,Não,20,https://www.fortali.com.br/corante-roxa-arcolor-10ml-10034-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=20,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR VERDE MAR ARCOLOR 10ML,COR VERDE MAR ARCOLOR 10ML,10036,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/cor-verde-mar-arcolor-10ml-10036-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE VERDE OLIVA ARCOLOR 10ML,CORANTE VERDE OLIVA ARCOLOR 10ML,10037,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/corante-verde-oliva-arcolor-10ml-10037-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE LIQUIDO VERMELHO BORDO ARCOLOR 10ML,CORANTE LIQUIDO VERMELHO BORDO ARCOLOR 10ML,10038,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/corante-liquido-vermelho-bordo-arcolor-10ml-10038-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE VIOLETA ARCOLOR 10ML,CORANTE VIOLETA ARCOLOR 10ML,10039,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/corante-violeta-arcolor-10ml-10039-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE AMARELO ARCOLOR 10ML,CORANTE AMARELO ARCOLOR 10ML,10040,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/corante-amarelo-arcolor-10ml-10040-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE LIQUIDO AZUL ARCOLOR 10ML,CORANTE LIQUIDO AZUL ARCOLOR 10ML,10041,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/corante-liquido-azul-arcolor-10ml-10041-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE CARTELA VERDE ARCOLOR 10ML,CORANTE CARTELA VERDE ARCOLOR 10ML,10043,10ML,10.0,ML,10.0,ML,,Não,37,https://www.fortali.com.br/corante-cartela-verde-arcolor-10ml-10043-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE EM GEL AZUL TURQUEZA ARCOLOR 30G,CORANTE EM GEL AZUL TURQUEZA ARCOLOR 30G,10045,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/corante-em-gel-azul-turqueza-arcolor-30g-10045-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE EM GEL ROSA ARCOLOR 30G,CORANTE EM GEL ROSA ARCOLOR 30G,10051,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/corante-em-gel-rosa-arcolor-30g-10051-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR GEL ROXO ARCOLOR 30G,COR GEL ROXO ARCOLOR 30G,10052,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/cor-gel-roxo-arcolor-30g-10052-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR GEL VDE LIMAO ARCOLOR 30G,COR GEL VDE LIMAO ARCOLOR 30G,10054,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/cor-gel-vde-limao-arcolor-30g-10054-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE EM GEL VERMELHO BORDO ARCOLOR 30G,CORANTE EM GEL VERMELHO BORDO ARCOLOR 30G,10057,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/corante-em-gel-vermelho-bordo-arcolor-30g-10057-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE EM GEL VIOLETA ARCOLOR 30G,CORANTE EM GEL VIOLETA ARCOLOR 30G,10058,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/corante-em-gel-violeta-arcolor-30g-10058-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR LIQUIGEL AMAR GEMA ARCOLOR 30G,COR LIQUIGEL AMAR GEMA ARCOLOR 30G,10059,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/cor-liquigel-amar-gema-arcolor-30g-10059-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE LIQUIGEL BRANCO ARCOLOR 30G,CORANTE LIQUIGEL BRANCO ARCOLOR 30G,10060,30G,30.0,G,30.0,G,,Não,37,https://www.fortali.com.br/corante-liquigel-branco-arcolor-30g-10060-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=37,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR LIQUIGEL MARINHO ARCOLOR 30G,COR LIQUIGEL MARINHO ARCOLOR 30G,10061,30G,30.0,G,30.0,G,,Não,38,https://www.fortali.com.br/cor-liquigel-marinho-arcolor-30g-10061-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR LIQUIGEL MARR TELHA ARCOLOR 30G,COR LIQUIGEL MARR TELHA ARCOLOR 30G,10062,30G,30.0,G,30.0,G,,Não,38,https://www.fortali.com.br/cor-liquigel-marr-telha-arcolor-30g-10062-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE LIQUIGEL ROSA CEREJA ARCOLOR 30G,CORANTE LIQUIGEL ROSA CEREJA ARCOLOR 30G,10063,30G,30.0,G,30.0,G,,Não,38,https://www.fortali.com.br/corante-liquigel-rosa-cereja-arcolor-30g-10063-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR LIQUIGEL ROXO ARCOLOR 30G,COR LIQUIGEL ROXO ARCOLOR 30G,10064,30G,30.0,G,30.0,G,,Não,38,https://www.fortali.com.br/cor-liquigel-roxo-arcolor-30g-10064-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR  LIQUIGEL SALMAO ARCOLOR 30G,COR LIQUIGEL SALMAO ARCOLOR 30G,10065,30G,30.0,G,30.0,G,,Não,38,https://www.fortali.com.br/cor--liquigel-salmao-arcolor-30g-10065-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,COR LIQUIGEL VDE LIMAO ARCOLOR 30G,COR LIQUIGEL VDE LIMAO ARCOLOR 30G,10066,30G,30.0,G,30.0,G,,Não,38,https://www.fortali.com.br/cor-liquigel-vde-limao-arcolor-30g-10066-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,CORANTE LIQUIGEL VERDE MAR ARCOLOR 30G,CORANTE LIQUIGEL VERDE MAR ARCOLOR 30G,10067,30G,30.0,G,30.0,G,,Não,38,https://www.fortali.com.br/corante-liquigel-verde-mar-arcolor-30g-10067-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,PULVERIZADOR COM 4 TUBOS HOBBYCOR 1 PEÇA,PULVERIZADOR COM 4 TUBOS HOBBYCOR 1 PECA,10105,,,,,,,Não,38,https://www.fortali.com.br/pulverizador-com-4-tubos-hobbycor-1-peca-10105-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,MIST LACTEA CONDENSADA TRIANGULO BAG 5KG,MIST LACTEA CONDENSADA TRIANGULO BAG 5KG,10180,5KG,5.0,KG,5000.0,G,,Não,32,https://www.fortali.com.br/mist-lactea-condensada-triangulo-bag-5kg-10180-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=32,Pronto para comparar
Fortali Distribuidora,Confeitaria,MIST LACTEA CONDENSADA TRIANGULO TP 395G,MIST LACTEA CONDENSADA TRIANGULO TP 395G,10182,395G,395.0,G,395.0,G,,Não,29,https://www.fortali.com.br/mist-lactea-condensada-triangulo-tp-395g-10182-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=29,Pronto para comparar
Fortali Distribuidora,Confeitaria,DOCE PAST C LEITE PURO TRIANGULO BLD 5KG,DOCE PAST C LEITE PURO TRIANGULO BLD 5KG,10183,5KG,5.0,KG,5000.0,G,,Não,34,https://www.fortali.com.br/doce-past-c-leite-puro-triangulo-bld-5kg-10183-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=34,Pronto para comparar
Fortali Distribuidora,Confeitaria,DOCE PAST LEITE/CHOC TRIANGULO BLD 5KG,DOCE PAST LEITE CHOC TRIANGULO BLD 5KG,10184,5KG,5.0,KG,5000.0,G,,Não,34,https://www.fortali.com.br/doce-past-leite-choc-triangulo-bld-5kg-10184-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=34,Pronto para comparar
Fortali Distribuidora,Confeitaria,DOCE PAST LEITE PURO TRIANGULO BLD 10KG,DOCE PAST LEITE PURO TRIANGULO BLD 10KG,10185,10KG,10.0,KG,10000.0,G,,Não,33,https://www.fortali.com.br/doce-past-leite-puro-triangulo-bld-10kg-10185-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=33,Pronto para comparar
Fortali Distribuidora,Confeitaria,"FORMA INJET COPINHO ALTO 137,5X275MM","FORMA INJET COPINHO ALTO 137,5X275MM",10196,,,,,,,Não,38,https://www.fortali.com.br/forma-injet-copinho-alto-1375x275mm-10196-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,"FORMA INJET M ESFERA 2CM 137,5X275MM","FORMA INJET M ESFERA 2CM 137,5X275MM",10199,,,,,,,Não,38,https://www.fortali.com.br/forma-injet-m-esfera-2cm-1375x275mm-10199-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,"FORMA INJET CX PRESENTE MOD 137,5X275MM","FORMA INJET CX PRESENTE MOD 137,5X275MM",10201,,,,,,,Não,38,https://www.fortali.com.br/forma-injet-cx-presente-mod-1375x275mm-10201-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,"FORMA INJET TAMPA PRESENTE 137,5X275MM","FORMA INJET TAMPA PRESENTE 137,5X275MM",10202,,,,,,,Não,38,https://www.fortali.com.br/forma-injet-tampa-presente-1375x275mm-10202-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,"FORMA INJET BOMBOM ANDARES 137,5X275MM","FORMA INJET BOMBOM ANDARES 137,5X275MM",10206,,,,,,,Não,38,https://www.fortali.com.br/forma-injet-bombom-andares-1375x275mm-10206-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,"FORMA INJET BOMBOM OVAL 137,5X275MM","FORMA INJET BOMBOM OVAL 137,5X275MM",10207,,,,,,,Não,38,https://www.fortali.com.br/forma-injet-bombom-oval-1375x275mm-10207-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,BANCO P/SUSTENT BOLO 35CM B STAR,BANCO P SUSTENT BOLO 35CM B STAR,10222,,,,,,,Não,38,https://www.fortali.com.br/banco-psustent-bolo-35cm-b-star-10222-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,MARCADOR EM FORMATO DE CAPITONE BLUESTAR 5UN,MARCADOR EM FORMATO DE CAPITONE BLUESTAR 5UN,10244,,,,,,,Não,38,https://www.fortali.com.br/marcador-em-formato-de-capitone-bluestar-5un-10244-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,"ROLO CORT TIRAS RETAS 2,5CM B STAR UN","ROLO CORT TIRAS RETAS 2,5CM B STAR UN",10247,,,,,,,Não,38,https://www.fortali.com.br/rolo-cort-tiras-retas-25cm-b-star-un-10247-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,GRANULADO DE CHOCOLATE CROCANTE MIL CORES PACOTE 80G,GRANULADO DE CHOCOLATE CROCANTE MIL CORES PACOTE 80G,10255,80G,80.0,G,80.0,G,,Não,31,https://www.fortali.com.br/granulado-de-chocolate-crocante-mil-cores-pacote-80g-10255-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=31,Pronto para comparar
Fortali Distribuidora,Confeitaria,GRANULADO CROCANTE CHOCOLATE MIL CORES PACOTE 150G,GRANULADO CROCANTE CHOCOLATE MIL CORES PACOTE 150G,10256,150G,150.0,G,150.0,G,,Não,38,https://www.fortali.com.br/granulado-crocante-chocolate-mil-cores-pacote-150g-10256-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,GRANULADO CROCANTE DE CHOCOLATE MIL CORES PACOTE 500G,GRANULADO CROCANTE DE CHOCOLATE MIL CORES PACOTE 500G,10257,500G,500.0,G,500.0,G,,Não,35,https://www.fortali.com.br/granulado-crocante-de-chocolate-mil-cores-pacote-500g-10257-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=35,Pronto para comparar
Fortali Distribuidora,Confeitaria,GRANULADO CROCANTE COLOR MIL CORES PACOTE 80G,GRANULADO CROCANTE COLOR MIL CORES PACOTE 80G,10258,80G,80.0,G,80.0,G,,Não,32,https://www.fortali.com.br/granulado-crocante-color-mil-cores-pacote-80g-10258-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=32,Pronto para comparar
Fortali Distribuidora,Confeitaria,GRANULADO CROCANTE COLOR MIL CORES PACOTE 500G,GRANULADO CROCANTE COLOR MIL CORES PACOTE 500G,10259,500G,500.0,G,500.0,G,,Não,11,https://www.fortali.com.br/granulado-crocante-color-mil-cores-pacote-500g-10259-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=11,Pronto para comparar
Fortali Distribuidora,Confeitaria,FORMA SILIC SAV CORAC 56MM SILIKOMART,FORMA SILIC SAV CORAC 56MM SILIKOMART,10322,,,,,,,Não,38,https://www.fortali.com.br/forma-silic-sav-corac-56mm-silikomart-10322-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,MARMIBOX BASE C/6 CAV ISOPLAST,MARMIBOX BASE C 6 CAV ISOPLAST,10449,,,,,,,Não,38,https://www.fortali.com.br/marmibox-base-c6-cav-isoplast-10449-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,CONFEITO DE CHOCOLATE MINI COLORETI 500G,CONFEITO DE CHOCOLATE MINI COLORETI 500G,10452,500G,500.0,G,500.0,G,,Não,34,https://www.fortali.com.br/confeito-de-chocolate-mini-coloreti-500g-10452-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=34,Pronto para comparar
Fortali Distribuidora,Confeitaria,CHOCOLATE CONFETES COLORETI 1KG,CHOCOLATE CONFETES COLORETI 1KG,10453,1KG,1.0,KG,1000.0,G,,Não,38,https://www.fortali.com.br/chocolate-confetes-coloreti-1kg-10453-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,CROC AMEND JAZAM PT 750G,CROC AMEND JAZAM PT 750G,10458,750G,750.0,G,750.0,G,,Não,38,https://www.fortali.com.br/croc-amend-jazam-pt-750g-10458-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Pronto para comparar
Fortali Distribuidora,Confeitaria,CEREAL BALL MINI LEITE/BRANCO COLORETI 500G,CEREAL BALL MINI LEITE BRANCO COLORETI 500G,10461,500G,500.0,G,500.0,G,,Não,12,https://www.fortali.com.br/cereal-ball-mini-leitebranco-coloreti-500g-10461-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=12,Pronto para comparar
Fortali Distribuidora,Confeitaria,MICROBALL CHOCOLATE BRANCO AO LEITE COLORETI PACOTE 500G,MICROBALL CHOCOLATE BRANCO AO LEITE COLORETI PACOTE 500G,10462,500G,500.0,G,500.0,G,,Não,33,https://www.fortali.com.br/microball-chocolate-branco-ao-leite-coloreti-pacote-500g-10462-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=33,Pronto para comparar
Fortali Distribuidora,Confeitaria,FORMA TORTA MACA CRESPA F FALSO 21X3CM,FORMA TORTA MACA CRESPA F FALSO 21X3CM,10654,,,,,,,Não,38,https://www.fortali.com.br/forma-torta-maca-crespa-f-falso-21x3cm-10654-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,GARFO ALUM P/BOMBOM 2 PONTAS UN,GARFO ALUM P BOMBOM 2 PONTAS UN,10678,,,,,,,Não,38,https://www.fortali.com.br/garfo-alum-pbombom-2-pontas-un-10678-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=38,Revisar embalagem
Fortali Distribuidora,Confeitaria,"FORMA ALUM TORTA SUICA 13X6X14,5CM","FORMA ALUM TORTA SUICA 13X6X14,5CM",10709,,,,,,,Não,39,https://www.fortali.com.br/forma-alum-torta-suica-13x6x145cm-10709-1,2026-08-18 13:06:57,https://www.fortali.com.br/confeitaria?page=39,Revisar embalagem
