empresa,produto_extraido,codigo_produto,codigo_valido,pagina_catalogo,data_catalogo,metodo_extracao,qualidade_extracao,revisao_necessaria,fonte,quantidade_original,unidade_original,quantidade_padronizada,unidade_padronizada,produto_padronizado_inicial,motivos_revisao,codigo_produto_original,motivo_codigo,id_registro,status_validacao
Milk Distribuidora,FLOCOS DE ARROZ A GRANEL,110,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,FLOCOS DE ARROZ A GRANEL,Extração por coordenadas; Embalagem não identificada,110,CODIGO_VALIDO,MILK_COD_110,VALIDO
Milk Distribuidora,FLOCOS CROCANTES OVOMALTINE 750 G,118,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,750.0,G,0.75,KG,FLOCOS CROCANTES OVOMALTINE,Extração por coordenadas,118,CODIGO_VALIDO,MILK_COD_118,VALIDO
Milk Distribuidora,CHOCOLATE EM PÓ SOLÚVEL 50% CACAU,124,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,CHOCOLATE EM PÓ SOLÚVEL 50% CACAU,Extração por coordenadas; Embalagem não identificada,124,CODIGO_VALIDO,MILK_COD_124,VALIDO
Milk Distribuidora,UVA PASSA CAIXA 10 KG,163,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,10.0,KG,10.0,KG,UVA PASSA CAIXA,Extração por coordenadas,163,CODIGO_VALIDO,MILK_COD_163,VALIDO
Milk Distribuidora,NUTELLA COM AVELÃ 650 G,172,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,650.0,G,0.65,KG,NUTELLA COM AVELÃ,Extração por coordenadas,172,CODIGO_VALIDO,MILK_COD_172,VALIDO
Milk Distribuidora,PAÇOQUINHA TUBITOS CAIXA,176,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,PAÇOQUINHA TUBITOS CAIXA,Extração por coordenadas; Embalagem não identificada,176,CODIGO_VALIDO,MILK_COD_176,VALIDO
Milk Distribuidora,PAÇOQUINHA TUBITOS POTE 750 G,178,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,750.0,G,0.75,KG,PAÇOQUINHA TUBITOS POTE,Extração por coordenadas,178,CODIGO_VALIDO,MILK_COD_178,VALIDO
Milk Distribuidora,FLOCOS DE ARROZ 400 G,37,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,400.0,G,0.4,KG,FLOCOS DE ARROZ,Extração por coordenadas,37,CODIGO_VALIDO,MILK_COD_37,VALIDO
Milk Distribuidora,GOMETS GOMA SINO 1 KG,93,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.0,KG,1.0,KG,GOMETS GOMA SINO,Extração por coordenadas,93,CODIGO_VALIDO,MILK_COD_93,VALIDO
Milk Distribuidora,"PAÇOQUINHA ROLHA POTE 1,25 KG",96,True,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.25,KG,1.25,KG,PAÇOQUINHA ROLHA POTE,Extração por coordenadas,96,CODIGO_VALIDO,MILK_COD_96,VALIDO
Milk Distribuidora,"OVOMALTINE CREME CROCANTE 2,10 KG",,False,6,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,2.1,KG,2.1,KG,OVOMALTINE CREME CROCANTE,Extração por coordenadas; Código XX,XX,CODIGO_PLACEHOLDER,MILK_NOME_736A755006796CAD,REVISAR_CODIGO
Milk Distribuidora,CACAU EM PÓ ALCALINO BARRY 25 KG,05,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,25.0,KG,25.0,KG,CACAU EM PÓ ALCALINO BARRY,Extração por coordenadas,05,CODIGO_VALIDO,MILK_COD_05,VALIDO
Milk Distribuidora,"COBERTURA CHIPSHOW CHOCOLATE AO LEITE 2,5 KG",06,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,2.5,KG,2.5,KG,COBERTURA CHIPSHOW CHOCOLATE AO LEITE,Extração por coordenadas,06,CODIGO_VALIDO,MILK_COD_06,VALIDO
Milk Distribuidora,CACAU PROCESSADO BENSDORP BARRY 5 KG,125,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,5.0,KG,5.0,KG,CACAU PROCESSADO BENSDORP BARRY,Extração por coordenadas,125,CODIGO_VALIDO,MILK_COD_125,VALIDO
Milk Distribuidora,CREME DE CHANTILLY,144,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,CREME DE CHANTILLY,Extração por coordenadas; Embalagem não identificada,144,CODIGO_VALIDO,MILK_COD_144,VALIDO
Milk Distribuidora,BRIGADEIRO DE COLHER ALISPEC • 1 KG,266,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.0,KG,1.0,KG,BRIGADEIRO DE COLHER ALISPEC •,Extração por coordenadas,266,CODIGO_VALIDO,MILK_COD_266,VALIDO
Milk Distribuidora,"RECHEIO COBERTURA CHOCOLATE • 1,05 KG",276,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.05,KG,1.05,KG,RECHEIO COBERTURA CHOCOLATE •,Extração por coordenadas,276,CODIGO_VALIDO,MILK_COD_276,VALIDO
Milk Distribuidora,BEBIDA LÁCTEA VIGOR BAUNILHA,281,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,BEBIDA LÁCTEA VIGOR BAUNILHA,Extração por coordenadas; Embalagem não identificada,281,CODIGO_VALIDO,MILK_COD_281,VALIDO
Milk Distribuidora,CREME CULINÁRIO BRIGATTA,,False,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,CREME CULINÁRIO BRIGATTA,Extração por coordenadas; Embalagem não identificada,282,CODIGO_CONFLITANTE,MILK_NOME_C61EA4D039E69CDC,REVISAR_CODIGO
Milk Distribuidora,PASTA DE AMENDOIM NUT • 4KG,286,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,4.0,KG,4.0,KG,PASTA DE AMENDOIM NUT •,Extração por coordenadas,286,CODIGO_VALIDO,MILK_COD_286,VALIDO
Milk Distribuidora,AMENDOIM GRANULADOS NUT,287,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,AMENDOIM GRANULADOS NUT,Extração por coordenadas; Embalagem não identificada,287,CODIGO_VALIDO,MILK_COD_287,VALIDO
Milk Distribuidora,AMENDOIM BANDA NUT • 1KG,288,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.0,KG,1.0,KG,AMENDOIM BANDA NUT •,Extração por coordenadas,288,CODIGO_VALIDO,MILK_COD_288,VALIDO
Milk Distribuidora,BEBIDA LÁCTEA VIGOR CHOCOLATE,289,True,7,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,BEBIDA LÁCTEA VIGOR CHOCOLATE,Extração por coordenadas; Embalagem não identificada,289,CODIGO_VALIDO,MILK_COD_289,VALIDO
Milk Distribuidora,"DOCE DE SORO DE LEITE COM CHOC. 9,8KG",04,True,8,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,9.8,KG,9.8,KG,DOCE DE SORO DE LEITE COM CHOC,Extração por coordenadas,04,CODIGO_VALIDO,MILK_COD_04,VALIDO
Milk Distribuidora,"DOCE DE SORO DE LEITE TRADICIONAL 4,8 KG",09,True,8,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,4.8,KG,4.8,KG,DOCE DE SORO DE LEITE TRADICIONAL,Extração por coordenadas,09,CODIGO_VALIDO,MILK_COD_09,VALIDO
Milk Distribuidora,"2,5 KG",142,True,8,2022-02-14,lista_pontilhada,Alta,Não,dados\catalogos\catalogo_milk_2022.pdf,2.5,KG,2.5,KG,,,142,CODIGO_VALIDO,MILK_COD_142,VALIDO
Milk Distribuidora,"CHOCOLATE EM PÓ MELKEN 50% 1,050 KG",15,True,8,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.05,KG,1.05,KG,CHOCOLATE EM PÓ MELKEN 50%,Extração por coordenadas,15,CODIGO_VALIDO,MILK_COD_15,VALIDO
Milk Distribuidora,"DOCE DE LEITE PARA CONFEITARIA AUREA 4,5 KG",154,True,8,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,4.5,KG,4.5,KG,DOCE DE LEITE PARA CONFEITARIA AUREA,Extração por coordenadas,154,CODIGO_VALIDO,MILK_COD_154,VALIDO
Milk Distribuidora,GANACHE MEIO AMARGO MELKEN 1 KG,166,True,8,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.0,KG,1.0,KG,GANACHE MEIO AMARGO MELKEN,Extração por coordenadas,166,CODIGO_VALIDO,MILK_COD_166,VALIDO
Milk Distribuidora,GANACHE AVELÃ MELKEN 1 KG,167,True,8,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.0,KG,1.0,KG,GANACHE AVELÃ MELKEN,Extração por coordenadas,167,CODIGO_VALIDO,MILK_COD_167,VALIDO
Milk Distribuidora,"4,5 KG",32,True,8,2022-02-14,lista_pontilhada,Alta,Não,dados\catalogos\catalogo_milk_2022.pdf,4.5,KG,4.5,KG,,,32,CODIGO_VALIDO,MILK_COD_32,VALIDO
Milk Distribuidora,"FRAMBOESA 1,8 KG",,False,8,2022-02-14,lista_pontilhada,Alta,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.8,KG,1.8,KG,FRAMBOESA,Código XX,XX,CODIGO_PLACEHOLDER,MILK_NOME_DD9F5285333AF780,REVISAR_CODIGO
Milk Distribuidora,"FRUTAS DO BOSQUE 1,8 KG",,False,8,2022-02-14,lista_pontilhada,Alta,Sim,dados\catalogos\catalogo_milk_2022.pdf,1.8,KG,1.8,KG,FRUTAS DO BOSQUE,Código XX,XX,CODIGO_PLACEHOLDER,MILK_NOME_4FF91898A1DE92B6,REVISAR_CODIGO
Milk Distribuidora,OLEO DE PALMISTE REFINADO CAIXA,03,True,9,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,OLEO DE PALMISTE REFINADO CAIXA,Extração por coordenadas; Embalagem não identificada,03,CODIGO_VALIDO,MILK_COD_03,VALIDO
Milk Distribuidora,"MORANGO 4,1 KG",08,True,9,2022-02-14,lista_pontilhada,Alta,Não,dados\catalogos\catalogo_milk_2022.pdf,4.1,KG,4.1,KG,MORANGO,,08,CODIGO_VALIDO,MILK_COD_08,VALIDO
Milk Distribuidora,"FRUTAS VERMELHAS 4,1 KG",113,True,9,2022-02-14,lista_pontilhada,Alta,Não,dados\catalogos\catalogo_milk_2022.pdf,4.1,KG,4.1,KG,FRUTAS VERMELHAS,,113,CODIGO_VALIDO,MILK_COD_113,VALIDO
Milk Distribuidora,OLEO DE PALMISTE REFINADO BALDE,117,True,9,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,OLEO DE PALMISTE REFINADO BALDE,Extração por coordenadas; Embalagem não identificada,117,CODIGO_VALIDO,MILK_COD_117,VALIDO
Milk Distribuidora,"ABACAXI 4,1 KG",159,True,9,2022-02-14,lista_pontilhada,Alta,Não,dados\catalogos\catalogo_milk_2022.pdf,4.1,KG,4.1,KG,ABACAXI,,159,CODIGO_VALIDO,MILK_COD_159,VALIDO
Milk Distribuidora,"ABACAXI AO VINHO 4,1 KG",174,True,9,2022-02-14,lista_pontilhada,Alta,Não,dados\catalogos\catalogo_milk_2022.pdf,4.1,KG,4.1,KG,ABACAXI AO VINHO,,174,CODIGO_VALIDO,MILK_COD_174,VALIDO
Milk Distribuidora,"BANANA CARAMELIZADA 4,1 KG",265,True,9,2022-02-14,lista_pontilhada,Alta,Não,dados\catalogos\catalogo_milk_2022.pdf,4.1,KG,4.1,KG,BANANA CARAMELIZADA,,265,CODIGO_VALIDO,MILK_COD_265,VALIDO
Milk Distribuidora,LEITE CONDENSADO PURELAC 5 KG,,False,9,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,5.0,KG,5.0,KG,LEITE CONDENSADO PURELAC,Extração por coordenadas,282,CODIGO_CONFLITANTE,MILK_NOME_16E65EBD5EDC6A10,REVISAR_CODIGO
Milk Distribuidora,"CREME DE GOIABA 4,8 KG",97,True,9,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,4.8,KG,4.8,KG,CREME DE GOIABA,Extração por coordenadas,97,CODIGO_VALIDO,MILK_COD_97,VALIDO
Milk Distribuidora,Kerrylac 800i,120,True,10,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,Kerrylac 800i,Extração por coordenadas; Embalagem não identificada,120,CODIGO_VALIDO,MILK_COD_120,VALIDO
Milk Distribuidora,GORDURA DE PALMA 370B,257,True,10,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,GORDURA DE PALMA 370B,Extração por coordenadas; Embalagem não identificada,257,CODIGO_VALIDO,MILK_COD_257,VALIDO
Milk Distribuidora,GLUCODRY 40 25 KG,33,True,10,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,25.0,KG,25.0,KG,GLUCODRY 40,Extração por coordenadas,33,CODIGO_VALIDO,MILK_COD_33,VALIDO
Milk Distribuidora,GLUCOGILL 40/82 25 KG,34,True,10,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,25.0,KG,25.0,KG,GLUCOGILL 40/82,Extração por coordenadas,34,CODIGO_VALIDO,MILK_COD_34,VALIDO
Milk Distribuidora,COPO BAMBA ESPECIAL,261,True,11,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,COPO BAMBA ESPECIAL,Extração por coordenadas; Embalagem não identificada,261,CODIGO_VALIDO,MILK_COD_261,VALIDO
Milk Distribuidora,COPO BIJU,262,True,11,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,COPO BIJU,Extração por coordenadas; Embalagem não identificada,262,CODIGO_VALIDO,MILK_COD_262,VALIDO
Milk Distribuidora,ROLINHO BIJU,279,True,11,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,ROLINHO BIJU,Extração por coordenadas; Embalagem não identificada,279,CODIGO_VALIDO,MILK_COD_279,VALIDO
Milk Distribuidora,CASCÃO,283,True,11,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,CASCÃO,Extração por coordenadas; Embalagem não identificada,283,CODIGO_VALIDO,MILK_COD_283,VALIDO
Milk Distribuidora,COPO BISCOITO,290,True,11,2022-02-14,coordenadas_pdf,Média,Sim,dados\catalogos\catalogo_milk_2022.pdf,,,,,COPO BISCOITO,Extração por coordenadas; Embalagem não identificada,290,CODIGO_VALIDO,MILK_COD_290,VALIDO
