empresa,categoria,produto_original,marca,codigo_produto,embalagem_caixa,pagina_catalogo,data_coleta,fonte
Casa Garcia Gourmet,Confeitaria,ACUCAR COL AMARELO 300G MIL CORES,MIL CORES,9176,CX 12,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR COL AZUL 300G MIL CORES,MIL CORES,9185,CX 12,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR COL BRANCO 300G MIL CORES,MIL CORES,9181,CX 12,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR COL ROSA 300G MIL CORES,MIL CORES,9177,CX 12,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR COL VERDE 300G MIL CORES,MIL CORES,9178,CX 12,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR COL VERMELHO 300G MIL CORES,MIL CORES,9179,CX 12,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR CONF 1KG SNOW SUGAR,MAVALERIO,301,CX 10,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR CONF 500G SNOW SUGAR,MAVALERIO,297,CX 20,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR CONF BIG MIX 1KG,BIG MIX,299,CX 10,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR CRISTAL 1KG UNIAO,UNIÃO,2770,CX 10,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR GELADO P/COBERTURAS 1KG,MAVALERIO,302,CX 10,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR GELADO P/COBERTURAS 500G,MAVALERIO,298,CX 06,1,2026-08-26 17:42:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ACUCAR IMPALPAVEL MIX 1KG,MIX,5621,CX 10,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AGAR-AGAR MIX 30G,MIX,5634,CX 06,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"ALCOOL ETILICO DE CEREAIS 93,8 50ML FAB",FAB,6388,CX 30,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"AMENDOIM TORRADO GRANULADO VABENE 1,05KG",VABENE,3970,CX 12,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"AMENDOIM TORRADO METADES VABENE 1,05KG",VABENE,3997,CX 12,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AMIDO DE MILHO TECNUTRI 1KG,TECNUTRI,6628,CX 10,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AMIDO DE MILHO TECNUTRI 500G,TECNUTRI,6619,CX 24,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,ANTIMOFO LIQ EXTRA PARA BOLO 5L,LA RECETTE,2305,CX 04,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ABACAXI LARECETTE 960ML,LA RECETTE,435,CX 12,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ABACAXI OLEOSO 1000ML LARECETTE,LA RECETTE,10844,UN 01,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ALHO LARECETTE 960ML,LA RECETTE,476,CX 12,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ART BAUNILHA BRANCA 960ML MIX,MIX,80152,CX 06,2,2026-08-26 17:42:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ART SABOR BAUNILHA 960ML,FAB,77926,CX 06,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ART SABOR BAUNILHA BRANCA 960ML,FAB,77927,CX 06,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ART SABOR LARANJA 960ML,FAB,77928,CX 06,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ART SABOR MANTEIGA 960ML,FAB,77929,CX 06,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ARTIF BAUNILHA MIX 960ML,MIX,80153,CX 06,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ARTIFICIAL COCO MIX 960ML,MIX,80166,CX 06,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA ARTIFICIAL PANETONE 960ML MIX,MIX,80187,CX 06,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA BATATA DOCE OLEOSO LARECETTE 1000M,LA RECETTE,398,CX 12,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA BAUNILHA LARECETTE 960ML,LA RECETTE,431,CX 12,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA BAUNILHA OLEOSO 1000ML,LA RECETTE,479,CX 12,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA BAUNILHA PRATA LARECETTE 960ML,LA RECETTE,523,CX 12,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA CHOCOLATE OLEOSO 1000ML,LA RECETTE,480,CX 12,3,2026-08-26 17:42:34,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA COCO LARECETTE 960ML,LA RECETTE,432,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA COCO OLEOSO LARECETTE 1000ML,LA RECETTE,439,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA DE CHOCOLATE 960ML,LA RECETTE,2213,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA DE LEITE 960ML LA RECETTE,LA RECETTE,10842,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA IDENT NATURAL MANTEIGA MIX 960ML,MIX,81220,CX 06,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA LARANJA LARECETTE 960ML,LA RECETTE,429,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA LARANJA OLEOSO 1000ML,LA RECETTE,481,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA LEITE CONDENSADO LARECETTE 960ML,LA RECETTE,437,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA LIMAO LARECETTE 960ML,LA RECETTE,438,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA MANTEIGA LARECETTE 960ML,LA RECETTE,430,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA MANTEIGA OLEOSO LARECETTE 1000ML,LA RECETTE,440,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA MARACUJA LARECETTE 960ML,LA RECETTE,436,CX 12,4,2026-08-26 17:42:35,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA MARACUJA OLEOSO 1000ML LARECETTE,LA RECETTE,10843,UN 01,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA MARIA OLEOSO LARECETTE 1000ML,LA RECETTE,385,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA MILHO VERDE OLEOSO LARECETE 1000ML,LA RECETTE,441,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA MORANGO LARECETTE 960ML,LA RECETTE,474,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA NATA LARECETTE 960ML,LA RECETTE,478,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA NATA OLEOSO 1000ML,LA RECETTE,492,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA NATURAL LARANJA MIX 960ML,MIX,80175,CX 06,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA NATURAL MANTEIGA MIX 960ML,MIX,80178,CX 06,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA PANETONE LARECETTE 960ML,LA RECETTE,368,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA PANETONE OLEOSO LARECETTE 1000ML,LA RECETTE,477,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,AROMA QUEIJO LARECETTE 960ML,LA RECETTE,442,CX 12,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO CHOC BCO 1KG,BIG MIX,2312,FD 10,5,2026-08-26 17:42:36,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE ABACAXI 1KG,LA RECETTE,467,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE AIPIM 1KG,LA RECETTE,473,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE BAUNILHA 1KG,LA RECETTE,469,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE LEITE COND 1KG,LA RECETTE,468,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE LIMAO 1KG,BIG MIX,2296,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE MARACUJA 1KG,LA RECETTE,471,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE MILHO VERDE 1KG,LA RECETTE,466,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE MORANGO 1KG,LA RECETTE,470,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BASE P/SORVETE E BOLO DE NATA 1KG,LA RECETTE,472,FD 10,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BEIJINHO 2KG BOCARDO,BOCARDO,4936,CX 06,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BEIJINHO 950G BOCARDO,BOCARDO,2100,PC 25,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BICARBONATO DE SODIO EXTRA FINO 1KG,DAXIA,2314,PC 25,6,2026-08-26 17:42:37,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BICARBONATO DE SODIO EXTRA FINO 25KG,DIVERSOS,79183,SC 01,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BISNAGA CARAVELA NOCCIOLA CRUNCH 1,01KG",MASTER MARTINI,10530,CX 09,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BISNAGA CARAVELLA PISTACCHIO 1,01KG",MASTER MARTINI,10617,CX 09,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BISNAGA CARIBE BUENO 1,01KG",MASTER MARTINI,10527,CX 09,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BISNAGA CARIBE CREM AVELA 1,01KG",MASTER MARTINI,10528,CX 09,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BISNAGA CARIBE LEITINHO 1,01KG",MASTER MARTINI,10526,CX 09,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRIGADEIRO 2KG BOCARDO,BOCARDO,2101,CX 06,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRIGADEIRO 950KG BOCARDO,BOCARDO,4937,CX 06,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BRILHO E COB MARACUJA C/SEM 1,01KG AUREA",AUREA,8547,UN 01,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BRILHO E COB MORANGO 1,01KG AUREA",AUREA,8539,CX 06,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO P/DECORACAO AMARELO 3G FAB,FAB,6366,CX 12,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO P/DECORACAO AZUL 3G FAB,FAB,6364,CX 12,7,2026-08-26 17:42:39,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO P/DECORACAO CRISTAL 20G FAB,FAB,10685,CX 04,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO P/DECORACAO CRISTAL 3G FAB,FAB,6390,CX 12,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO P/DECORACAO ROSA 3G FAB,FAB,6365,CX 12,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO P/DECORACAO VERDE 3G FAB,FAB,6362,CX 12,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO P/DECORACAO VERMELHO 3G FAB,FAB,6363,CX 12,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BRILHO/COB MARACUJA C/SEM 1,01KG BOCARDO",BOCARDO,8698,CX 06,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"BRILHO/COB NEUTRO BOCARDO 1,01KG BOCARDO",BOCARDO,8699,CX 06,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BRILHO/COB NEUTRO BOCARDO 4KG BOCARDO,BOCARDO,8700,CX 06,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,BUTTERCREAM 400G,MAVALERIO,662,CX 10,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CACAU EM PO ALCALINO 500G MAVALERIO,MAVALERIO,2154,CX 12,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CACAU EM PO SICAO 500G,SICAO,5840,CX 10,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CACAU PO 500G MELKEN,HARALD,5542,CX 16,8,2026-08-26 17:42:40,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CALDA DE PUDIM 4,8KG EMBRAMIX",EMBRAMIX,81150,CX 12,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CALDA P/BOLO CONG 907G FLAVOR,FLAVOR RIGHT,11758,CX 12,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CALDA P/BOLO SABOR LEITE COND DAMARE 1L,DAMARE,957,CX 12,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CALDA P/BOLO UHT PASTRY PRIDE 907G,PASTRY PRIDE,11760,CX 12,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CALDA P/MOLHAR BOLO SABOR TRES LEITES 1L,FLEISCHMANN,255,CX 12,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CALDA PARA PUDIM 1,450KG",BIG MIX,2165,CX 04,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CANELA 500G,AGRONUTTS,79557,CX 20,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CANUTOS WAFER BAUNILHA/CHOCOLATE 1KG,STER BOM,20326,CX 01,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CARAVELA NOCCIOLA CRUNCH 3KG,MASTER MARTINI,10529,UN 01,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CARAVELLA GRAN NOCCIOLA 3KG,MASTER MARTINI,10524,UN 01,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CARAVELLA GRAN PISTACCHIO 3KG,MASTER MARTINI,10525,UN 01,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CARIBE CREME DE AVELA 3KG,MASTER MARTINI,10523,UN 01,9,2026-08-26 17:42:41,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CASCAO PARA SORVETE M 120UN,STER BOM,20324,CX 01,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CASCAO PARA SORVETE P 120UN,STER BOM,20327,CX 01,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CASQUINHA PARA SORVETE 300UN,STER BOM,20323,CX 01,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CEREAL BALL COB CHOC LEITE VABENE 500G,VABENE,4768,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CEREAL MICRO BALL COLORIDO VABENE 500G,VABENE,4001,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CEREAL MICRO CHOC AO LEITE E BRANCO 500G,VABENE,9653,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CEREAL MICRO COB C/ CHOC AO LEITE 500G,VABENE,3995,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CEREAL MICRO COB C/ CHOC BRANCO 500G,VABENE,3996,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CEREAL MINI CHOC AO LEITE E BRANCO 500G,VABENE,9652,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CEREAL MINI COBERTO COM CHOC BRANCO 500G,VABENE,9689,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CERELIS ALISPEC 1,01KG",ALISPEC,2115,CX 12,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CERELIS ALISPEC 4,5KG",ALISPEC,2114,CX 04,10,2026-08-26 17:42:42,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTIFIX ESTABILIZANTE P/CHANTILY 160G,MAVALERIO,663,CX 10,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY BASIC 907G PASTRY PRIDE,PASTRY PRIDE,11761,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY CHOCOLATE 1L,FLEISCHMANN,214,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY MIX AMELIA 1L,AMELIA,3416,cx12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY MIX SUPREME AMELIA 1L,AMELIA,3414,cx12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY PRIME 1L FLEISCHMANN,FLEISCHMANN,215,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY REFRIGERATTO FLEISCHMANN 1L,FLEISCHMANN,79185,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY STANDARD 907G PASTRY PRIDE,PASTRY PRIDE,11764,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY STANDARD CHOC 907G PASTRY PRID,PASTRY PRIDE,11765,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY TRADICIONAL 1L,FLEISCHMANN,213,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY WHIP'N ICE CHOCOLATE 907G FLAV,FLAVOR RIGHT,11766,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY WHIP'N ICE CREME 907G FLAVOR,FLAVOR RIGHT,11767,CX 12,11,2026-08-26 17:42:43,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY WHIP'N TOP BAUN 907G FLAVOR,FLAVOR RIGHT,11768,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY WHIP'N TOP CHOC 907G FLAVOR,FLAVOR RIGHT,11769,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHANTILLY WHIP'N TOP NATA 907G FLAVOR,FLAVOR RIGHT,11770,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOC BALL MICRO SAB CARAMELO 300G,MAVALERIO,344,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOC BALL MICRO SAB CHO/BR/CAR CX12X300G,MAVALERIO,661,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER BALL AO LEITE 500G,MAVALERIO,2156,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER CHOCOLATE BRANCO 300G,MAVALERIO,9180,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER MICRO AO LEITE E BCO 500G,MAVALERIO,2155,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER MICRO BALL BRANCO 300G,MAVALERIO,2483,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER MICRO BALL CHOCOLATE 300G,MAVALERIO,2626,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER MICRO BALL COLORIDO 300G,MAVALERIO,2482,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER MINI BALL BRANCO 300G,MAVALERIO,2484,CX 12,12,2026-08-26 17:42:44,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER MINI BALL CHOCOLATE 300G,MAVALERIO,9173,CX 12,13,2026-08-26 17:42:45,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCO POWER MINI BALL LEITE/BRANCO 500G,MAVALERIO,2158,CX 12,13,2026-08-26 17:42:45,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CHOCOGIROS 300G AMARELO,MAVALERIO,2524,CX 12,13,2026-08-26 17:42:45,https://casagarciafortaleza.com.br/index.php
