empresa,categoria,produto_original,marca,codigo_produto,embalagem_caixa,pagina_catalogo,data_coleta,fonte
Casa Garcia Gourmet,Confeitaria,"COB SABOR CHOC AO LEITE 1,01KG SICAO",SICAO,5861,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COB SABOR CHOC BLEND 1,01KG MAIS SICAO",SICAO,5847,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COB SABOR CHOC BRANCO 1,01KG SICAO",SICAO,5849,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COB SABOR CHOC M AMARGO 1,01KG SICAO",SICAO,5843,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COBERT CHOC AO LEITE SUPREM 1,01KG MIX",MIX,80196,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COBERT CHOC MEIO AMARG SUPREM 1,01KG MIX",MIX,80200,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COBERTURA CHOC BLEND SUPREME 1,01KG MIX",MIX,80203,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COBERTURA CHOC BRANCO MIX 2,01KG",MIX,80158,CX 05,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COBERTURA CHOC BRANCO SUPREM 1,01KG MIX",MIX,80197,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COBERTURA CHOCOLATE 4KG,FLEISCHMANN,252,FD 04,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COBERTURA EM PO ACUCAR GELADO NEUTRO 1KG,MIX,80184,CX 10,20,2026-08-26 17:28:15,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COBERTURA GTS CHOC AO LEITE 2,01KG",MIX,80156,CX 05,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"COBERTURA GTS CHOC BLEND MIX 2,01KG",MIX,80157,CX 05,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COBERTURA RASPAR/COBRIR AO LEITE 5KG,HARALD,5476,CX 05,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COBERTURA RASPAR/COBRIR BRANCO 5KG,HARALD,5475,CX 05,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COBERTURA RASPAR/COBRIR MEIO AMARGO 5KG,HARALD,5477,CX 05,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COCO FLOCOS 1KG,SUPER,2118,PC 10,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COCO FLOCOS 5KG,SUPER,2127,PC 01,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COCO RALADO FINO 1KG,SUPER,2123,CX 10,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COCO RALADO FINO 5KG,SUPER,2126,PC 01,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COCO RALADO MEDIO 1KG,SUPER,2124,FD 10,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COCO RALADO MEDIO 5KG,SUPER,2125,PC 01,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIG ESTRELINHAS BCO/AZUL/VERM 150G,MIL CORES,2708,CX 16,21,2026-08-26 17:28:16,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA BORBOLETA 120G,MIL CORES,80977,CX 16,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA BORBOLETA 150G,MIL CORES,2628,CX 16,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA BRANCA E PRETA N 0 150G,MIL CORES,2723,CX 24,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA BRANCA E ROSA N 0 150G,MIL CORES,2725,CX 24,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA CONFETE 150G,MIL CORES,2641,CX 16,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA CORACAO 150G,MIL CORES,2640,CX 16,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA ESTRELINHAS 150G,MIL CORES,2642,CX 16,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA MINI CONFETE 120G,MAVALERIO,78401,CX 16,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF FIGURA MINI CONFETE 150G,MIL CORES,2629,CX 16,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CONF GRANULADO CROC ESCURO 1,050KG",HARALD,5520,CX 10,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CONF GRANULADO MACIO ESCURO 1,050KG",HARALD,5518,CX 10,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA AMARELA N 0 500G,MIL CORES,2192,CX 10,22,2026-08-26 17:28:18,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA AZUL N 0 500G,MIL CORES,2212,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA BRANCA N 0 500G,MIL CORES,2197,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA CHOCOLATE 500G MIL CORES,MIL CORES,2193,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA COLORIDA N 0 500G,MIL CORES,2194,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA PRETA N 0 500G,MIL CORES,2191,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA ROSA N 0 500G,MIL CORES,2201,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONF MICANGA VERM N 0 500G,MIL CORES,2196,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CONF RECHEIO FORN AO LEITE 1,050KG",MELKEN,5510,CX 08,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONFEITE VERDE AMARELO TOP 400G,HARALD,81538,CX 12,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONFEITO BRIGADEIRO MICANGA MIX 500G,MIX,80154,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CONFEITO CHOC ESC FLOCOS MACIO 1,01KG",MIX,80162,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CONFEITO CHOC SUP CHOCOCHIPS MIX 1,01KG",MIX,80165,CX 10,23,2026-08-26 17:28:20,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONFEITO CONFEITE PISTACHE TOP 400G,HARALD,78454,CX 12,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONFEITO FLOCOS MACIO CHOC ESC 500G MIX,MIX,80015,CX 18,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONFEITO FLOCOS MACIO CHOC MESC 500G MIX,MIX,80016,CX 18,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONFEITO FLOCOS MACIO PISTACHE 500G MIX,MIX,80014,CX 18,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CONFEITO MICANGA 8 CORES MIX 500G,MIX,80148,CX 10,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COOKIES GOTAS CHOC VABENE 1KG,VABENE,9699,CX 06,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COOKIES SABOR BAUNILHA VABENE 1KG,VABENE,9658,CX 06,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COOKIES SABOR CHOC VABENE 1KG,VABENE,3992,CX 06,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,COOKIES SABOR MORANGO VABENE 1KG,VABENE,4003,CX 06,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE AMARELO GEMA 1KG EMBRAMIX,EMBRAMIX,81424,CX 01,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE AMARELO GEMA LIQ 960ML,LA RECETTE,369,CX 12,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE AMARELO OVO 100G,LA RECETTE,370,CX 30,24,2026-08-26 17:28:21,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE ART PRETO INTENSO 150G MIX,MIX,80191,CX 06,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE ART VERDE FOLHA SOFTGEL 150G MIX,MIX,80192,CX 06,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE ART VERM MORANG SOFTGEL 150G MIX,MIX,80194,CX 06,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE ART VERM NATAL 150G MIX,MIX,80195,CX 06,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CORANTE CARAMELO LIQ 6,5KG",LA RECETTE,2289,UN 01,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO DIOXIDO DE TITANIO BCO 15G,MAGO,883,CX 08,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO HIDROSSOLUVEL AMARELO 5G,MAGO,534,CX 08,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO HIDROSSOLUVEL AZUL 5G,MAGO,535,CX 08,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO P/CHOCOLATE AMARELO 5G,MAGO,886,CX 08,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO P/CHOCOLATE AZUL 5G,MAGO,890,CX 08,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO P/CHOCOLATE LARANJA 5G,MAGO,887,CX 08,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO P/CHOCOLATE ROSA 5G,MAGO,888,CX 08,25,2026-08-26 17:28:23,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO P/CHOCOLATE VERDE 5G,MAGO,885,CX 08,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO P/CHOCOLATE VERMELHO 5G,MAGO,889,CX 08,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE EM PO P/CHOCOLATE VIOLETA 5G,MAGO,884,CX 08,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL AMARELO O 60G ICEBERG,ICEBERG,11944,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL AZUL 60G ICEBERG,ICEBERG,11948,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL AZUL ROYAL 60G ICEBERG,ICEBERG,11945,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL LARANJA 60G ICEBERG,ICEBERG,11951,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL PINK 60G ICEBERG,ICEBERG,11942,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL ROSA CHICLET 60G ICEBERG,ICEBERG,11943,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL ROSA CLARO 60G ICEBERG,ICEBERG,11949,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL ROSA SECO 60G ICEBERG,ICEBERG,11947,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL ROXO 60G ICEBERG,ICEBERG,11941,CX 12,26,2026-08-26 17:28:24,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL VERDE BANDEI 60G ICEBERG,ICEBERG,11946,CX 12,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE LIQ GEL VERDE FOLHA 60G ICEBERG,ICEBERG,11950,CX 12,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR AMARELO 25G FAB,FAB,6398,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR AZUL 25G FAB,FAB,6399,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR AZUL MARINHO 25G FAB,FAB,6420,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR LARANJA 25G FAB,FAB,6431,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR MARROM 25G FAB,FAB,6421,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR ROSA 25G FAB,FAB,6433,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR ROSA SECO 25G FAB,FAB,6434,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR SUPER PRETO 25G FAB,FAB,6432,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR SUPER VERMELHO 25G FAB,FAB,6467,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR VERDE 25G FAB,FAB,6455,CX 06,27,2026-08-26 17:28:26,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE NEOCOLOR VERMELHO RUBI 25G FAB,FAB,6456,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE PO AMARELO GEMA 1KG LA RECETTE,LA RECETTE,371,CX 22,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AMARELO 25G FAB,FAB,6392,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AMARELO 60G,MAGO,379,PC 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AMARELO GEMA 25G FAB,FAB,7862,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AMARELO GEMA 60G,MAGO,3046,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL 25G FAB,FAB,6393,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL 60G,MAGO,374,PC 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL JEANS 60G,MAGO,845,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL MARINHO 25G FAB,FAB,6457,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL MARINHO 60G,MAGO,840,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL ROYAL 25G FAB,FAB,7863,CX 06,28,2026-08-26 17:28:27,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL TIFFANY 25G FAB,FAB,6458,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL AZUL TURQUESA 60G,MAGO,3043,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL BRANCO 25G FAB,FAB,7864,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL BRANCO 60G,MAGO,3045,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL CORAL 60G,MAGO,1113,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL LARANJA 25G FAB,FAB,6459,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL LARANJA 60G,MAGO,3040,PC 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL LILAS 25G FAB,FAB,6422,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL MARFIM 60G,MAGO,3049,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL MARROM 25G FAB,FAB,6423,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL MARROM 60G,MAGO,3042,PC 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL PINK 25G FAB,FAB,6460,CX 06,29,2026-08-26 17:28:29,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL PRETO 60G,MAGO,376,PC 05,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROSA 25G FAB,FAB,6396,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROSA BEBE 60G,MAGO,375,PC 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROSA BONECA 60G,MAGO,1325,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROSA CHICLETE 60G,MAGO,838,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROSA PINK 60G,MAGO,3047,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROSA SECO 25G FAB,FAB,6461,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROSA SECO 60G,MAGO,1114,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROXO 25G FAB,FAB,6462,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL ROXO UVA 60G,MAGO,839,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL SUPER PRETO 25G FAB,FAB,6394,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL SUPER VERMELHO 25G FAB,FAB,6395,CX 06,30,2026-08-26 17:28:30,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE 25G FAB,FAB,6397,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE 60G,MAGO,377,PC 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE FOLHA 25G FAB,FAB,6463,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE FOLHA 60G,MAGO,3044,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE LIMAO 25G FAB,FAB,7852,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE LIMAO 60G,MAGO,3048,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE MENTA 25G FAB,FAB,6464,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE MENTA 60G,MAGO,9388,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERDE SECO 60G,MAGO,837,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERMELHO 60G,MAGO,378,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERMELHO MARSALA 60G,MAGO,848,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERMELHO NATAL 25G FAB,FAB,6465,CX 06,31,2026-08-26 17:28:32,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VERMELHO RUBI 25G FAB,FAB,6466,CX 06,32,2026-08-26 17:28:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CORANTE SOFTGEL VIOLETA 60G,MAGO,3041,CX 06,32,2026-08-26 17:28:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CREME AVELA CACAU VABENE 1,01KG BISNAGA",VABENE,9657,CX 09,32,2026-08-26 17:28:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,"CREME AVELA COM CACAU VABENE 1,01KG POTE",VABENE,9704,CX 06,32,2026-08-26 17:28:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CREME AVELA COM CACAU VABENE 250G POTE,VABENE,4008,CX 12,32,2026-08-26 17:28:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CREME AVELA COM CACAU VABENE 3KG,VABENE,3993,CX 04,32,2026-08-26 17:28:33,https://casagarciafortaleza.com.br/index.php
Casa Garcia Gourmet,Confeitaria,CREME AVELA COM CACAU VABENE 550G POTE,VABENE,4009,CX 06,32,2026-08-26 17:28:33,https://casagarciafortaleza.com.br/index.php
